NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1314 Entries & Exits,1213 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
5131,ABW,Abbey Wood,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 301,145 "," 453,566 "," 886,409 "," 1,641,120 "," 301,145 "," 453,566 "," 886,409 "," 1,641,120 "," 3,282,240 "," 3,175,430 ", -   ,0,0,, 
3813,ABE,Aber,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 49,305 "," 2,777 "," 57,852 "," 109,934 "," 49,305 "," 2,777 "," 57,852 "," 109,934 "," 219,868 "," 209,622 ", -   ,0,0,,
3801,ACY,Abercynon,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 73,734 "," 5,596 "," 46,514 "," 125,844 "," 73,734 "," 5,596 "," 46,514 "," 125,844 "," 251,688 "," 243,948 "," 42,347 ",0,0,,
3982,ABA,Aberdare,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 161,435 "," 14,503 "," 103,058 "," 278,996 "," 161,435 "," 14,503 "," 103,058 "," 278,996 "," 557,992 "," 552,436 ", -   ,0,0,,
8976,ABD,Aberdeen,Scotland,Aberdeen City,Aberdeen City,UKM1,North Eastern Scotland,First ScotRail,,,," 627,879 "," 846,355 "," 325,482 "," 1,799,716 "," 627,879 "," 846,355 "," 325,482 "," 1,799,716 "," 3,599,431 "," 3,338,072 "," 219,085 ",0,0,,
9090,AUR,Aberdour,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,," 17,358 "," 28,109 "," 18,268 "," 63,735 "," 17,358 "," 28,109 "," 18,268 "," 63,735 "," 127,470 "," 124,298 ", -   ,0,0,,
4435,AVY,Aberdovey,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 11,840 "," 5,160 ", 225 ," 17,225 "," 11,840 "," 5,160 ", 225 ," 17,225 "," 34,450 "," 33,612 ", -   ,0,0,,
4440,ABH,Abererch,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 467 , 223 , -   , 690 , 467 , 223 , -   , 690 ," 1,380 "," 1,214 ", -   ,0,0,,
3602,AGV,Abergavenny,Wales - Cymru,Monmouthshire - Sir Fynwy,Monmouthshire - Sir Fynwy,UKL2,East Wales,Arriva Trains Wales,,,," 95,501 "," 61,968 "," 37,412 "," 194,881 "," 95,501 "," 61,968 "," 37,412 "," 194,881 "," 389,762 "," 379,396 ", -   ,0,0,,
2448,AGL,Abergele & Pensarn,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 21,228 "," 14,882 "," 4,466 "," 40,576 "," 21,228 "," 14,882 "," 4,466 "," 40,576 "," 81,152 "," 81,476 ", -   ,0,0,,
4303,AYW,Aberystwyth,Wales - Cymru,Ceredigion - Sir Ceredigion,Ceredigion - Sir Ceredigion,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 61,489 "," 92,036 ", 166 ," 153,691 "," 61,489 "," 92,036 ", 166 ," 153,691 "," 307,382 "," 322,562 ", -   ,0,0,,
2552,ACR,Accrington,North West,Lancashire,Hyndburn,UKD4,Lancashire,Northern Rail,,,," 108,669 "," 37,627 "," 38,567 "," 184,863 "," 108,669 "," 37,627 "," 38,567 "," 184,863 "," 369,726 "," 363,546 ", -   ,0,0,,
8600,AAT,Achanalt,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 65 , 49 , -   , 114 , 65 , 49 , -   , 114 , 228 , 164 , -   ,0,1,"Very small station (<2,500 entries and exits p.a.)","Very small station (<2,500 entries and exits p.a.)"
8601,ACN,Achnasheen,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 1,188 ", 798 , -   ," 1,986 "," 1,188 ", 798 , -   ," 1,986 "," 3,972 "," 3,566 ", -   ,0,0,,
8602,ACH,Achnashellach,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 337 , 151 , -   , 488 , 337 , 151 , -   , 488 , 976 ," 1,054 ", -   ,0,0,,
7662,ACK,Acklington,North East,Northumberland,Alnwick,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,, 72 , 16 , -   , 88 , 72 , 16 , -   , 88 , 176 , 184 , -   ,0,0,,
7286,ACL,Acle,East,Norfolk,Broadland,UKH1,East Anglia,Abellio Greater Anglia,,,," 7,897 "," 13,137 "," 4,107 "," 25,141 "," 7,897 "," 13,137 "," 4,107 "," 25,141 "," 50,282 "," 52,356 ", -   ,0,0,,
4529,ACG,Acocks Green,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 50,165 "," 72,834 "," 84,711 "," 207,710 "," 50,165 "," 72,834 "," 84,711 "," 207,710 "," 415,420 "," 388,592 ", -   ,0,0,,
2287,ACB,Acton Bridge,North West,Cheshire,Vale Royal,UKD2,Cheshire,London Midland Trains,,,," 4,544 "," 1,851 "," 1,911 "," 8,306 "," 4,544 "," 1,851 "," 1,911 "," 8,306 "," 16,612 "," 15,732 ", -   ,0,0,,
1404,ACC,Acton Central,London,Greater London,Ealing,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 210,811 "," 307,543 "," 900,442 "," 1,418,796 "," 210,811 "," 307,543 "," 900,442 "," 1,418,796 "," 2,837,592 "," 2,238,244 ", -   ,1,0,Continuation of recent trend in growth on London Overground services,
3000,AML,Acton Main Line,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 34,320 "," 35,104 "," 151,603 "," 221,027 "," 34,320 "," 35,104 "," 151,603 "," 221,027 "," 442,054 "," 383,980 ", -   ,1,0,Continues high growth from previous year,
1036,ADD,Adderley Park,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 6,311 "," 7,872 "," 16,511 "," 30,694 "," 6,311 "," 7,872 "," 16,511 "," 30,694 "," 61,388 "," 54,378 ", -   ,1,0,Reason for increase unclear,
9310,ADW,Addiewell,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 3,023 "," 5,823 "," 1,689 "," 10,535 "," 3,023 "," 5,823 "," 1,689 "," 10,535 "," 21,070 "," 23,268 ", -   ,0,0,,
5550,ASN,Addlestone,South East,Surrey,Runnymede,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 68,443 "," 49,453 "," 72,978 "," 190,874 "," 68,443 "," 49,453 "," 72,978 "," 190,874 "," 381,748 "," 371,196 ", -   ,0,0,,
5160,ADM,Adisham,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,," 3,007 "," 3,920 "," 5,102 "," 12,029 "," 3,007 "," 3,920 "," 5,102 "," 12,029 "," 24,058 "," 28,388 ", -   ,1,0,Continues decline in passengers seen over a number of years.,
2939,ADC,Adlington (Cheshire),North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,," 4,785 "," 4,499 "," 1,084 "," 10,368 "," 4,785 "," 4,499 "," 1,084 "," 10,368 "," 20,736 "," 20,252 ", -   ,0,0,,
2641,ADL,Adlington (Lancashire),North West,Lancashire,Chorley,UKD4,Lancashire,Northern Rail,,,," 22,988 "," 16,224 "," 15,624 "," 54,836 "," 22,988 "," 16,224 "," 15,624 "," 54,836 "," 109,672 "," 109,400 ", -   ,0,0,,
8353,AWK,Adwick,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 47,863 "," 22,710 "," 19,493 "," 90,066 "," 47,863 "," 22,710 "," 19,493 "," 90,066 "," 180,132 "," 248,084 ", -   ,1,0,Improved PTE Infill,
2255,AIG,Aigburth,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,," 85,165 "," 124,123 "," 133,960 "," 343,248 "," 85,165 "," 124,123 "," 133,960 "," 343,248 "," 686,496 "," 614,374 ", -   ,1,0,Improved PTE Infill,
2350,ANS,Ainsdale,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 128,868 "," 240,582 "," 109,030 "," 478,480 "," 128,868 "," 240,582 "," 109,030 "," 478,480 "," 956,960 "," 899,420 ", -   ,0,0,,
2125,AIN,Aintree,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 156,166 "," 156,541 "," 258,059 "," 570,766 "," 156,166 "," 156,541 "," 258,059 "," 570,766 "," 1,141,532 "," 1,078,704 ", -   ,0,0,,
9695,AIR,Airbles,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 19,244 "," 26,975 "," 10,202 "," 56,421 "," 19,244 "," 26,975 "," 10,202 "," 56,421 "," 112,842 "," 113,582 ", -   ,0,0,,
9759,ADR,Airdrie,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 126,757 "," 233,600 "," 179,489 "," 539,846 "," 126,757 "," 233,600 "," 179,489 "," 539,846 "," 1,079,692 "," 1,154,032 ", -   ,0,0,,
5132,AYP,Albany Park,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 84,583 "," 91,661 "," 318,804 "," 495,048 "," 84,583 "," 91,661 "," 318,804 "," 495,048 "," 990,096 "," 945,350 ", -   ,0,0,,
4614,ALB,Albrighton,West Midlands,Shropshire,Bridgnorth,UKG2,Shropshire and Staffordshire,London Midland Trains,,,," 12,764 "," 14,922 "," 16,993 "," 44,679 "," 12,764 "," 14,922 "," 16,993 "," 44,679 "," 89,358 "," 87,842 ", -   ,0,0,,
2760,ALD,Alderley Edge,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,," 41,448 "," 45,533 "," 28,230 "," 115,211 "," 41,448 "," 45,533 "," 28,230 "," 115,211 "," 230,422 "," 219,660 ", -   ,0,0,,
3145,AMT,Aldermaston,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 9,103 "," 15,291 "," 14,332 "," 38,726 "," 9,103 "," 15,291 "," 14,332 "," 38,726 "," 77,452 "," 68,218 ", -   ,1,0,Reason for increase unclear,
5623,AHT,Aldershot,South East,Hampshire,Rushmoor,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 206,668 "," 274,337 "," 219,597 "," 700,602 "," 206,668 "," 274,337 "," 219,597 "," 700,602 "," 1,401,204 "," 1,448,130 "," 141,995 ",0,0,,
5280,AGT,Aldrington,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,,,," 22,660 "," 44,947 "," 45,861 "," 113,468 "," 22,660 "," 44,947 "," 45,861 "," 113,468 "," 226,936 "," 214,852 ", -   ,0,0,,
6025,AAP,Alexandra Palace,London,Greater London,Haringey,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station," 129,168 "," 158,412 "," 353,651 "," 641,231 "," 129,168 "," 158,412 "," 353,651 "," 641,231 "," 1,282,462 "," 1,197,166 "," 56,487 ",0,0,,
9905,AXP,Alexandra Parade,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 38,872 "," 44,508 "," 39,453 "," 122,833 "," 38,872 "," 44,508 "," 39,453 "," 122,833 "," 245,666 "," 193,932 ", -   ,1,0,Improved PTE Infill,
9861,ALX,Alexandria,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 40,739 "," 67,386 "," 65,403 "," 173,528 "," 40,739 "," 67,386 "," 65,403 "," 173,528 "," 347,056 "," 357,744 ", -   ,0,0,,
1805,ALF,Alfreton,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 49,842 "," 51,372 "," 19,319 "," 120,533 "," 49,842 "," 51,372 "," 19,319 "," 120,533 "," 241,066 "," 224,866 ", -   ,0,0,,
7520,ALW,Allen's West,North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,Northern Rail,,,," 19,855 "," 2,985 "," 6,693 "," 29,533 "," 19,855 "," 2,985 "," 6,693 "," 29,533 "," 59,066 "," 62,030 ", -   ,0,0,,
9883,ALO,Alloa,Scotland,Clackmannan,Clackmannan,UKM2,Eastern Scotland,First ScotRail,,,," 47,304 "," 104,421 "," 40,168 "," 191,893 "," 47,304 "," 104,421 "," 40,168 "," 191,893 "," 383,786 "," 380,864 ", -   ,0,0,,
8605,ASS,Alness,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 9,223 "," 3,021 "," 1,654 "," 13,898 "," 9,223 "," 3,021 "," 1,654 "," 13,898 "," 27,796 "," 28,384 ", -   ,0,0,,
7787,ALM,Alnmouth,North East,Northumberland,Alnwick,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,," 48,772 "," 70,011 "," 22,833 "," 141,616 "," 48,772 "," 70,011 "," 22,833 "," 141,616 "," 283,233 "," 257,702 "," 1,247 ",0,0,Strong growth and Improved PTE Infill,
6847,ALR,Alresford,East,Essex,Tendring,UKH3,Essex,Abellio Greater Anglia,,,," 5,774 "," 6,587 "," 16,379 "," 28,740 "," 5,774 "," 6,587 "," 16,379 "," 28,740 "," 57,480 "," 57,342 ", -   ,0,0,,
1223,ASG,Alsager,North West,Cheshire,Congleton,UKD2,Cheshire,East Midlands Trains,,,," 26,887 "," 12,429 "," 9,707 "," 49,023 "," 26,887 "," 12,429 "," 9,707 "," 49,023 "," 98,046 "," 87,974 ", -   ,1,0,Crewe - Derby line growth: possibly due to Community Rail Group involvement,http://www.eastmidlandstrains.co.uk/PageFiles/2009/AR%202013%20Web%20compressed%20version.pdf
6869,ALN,Althorne,East,Essex,Maldon,UKH3,Essex,Abellio Greater Anglia,,,," 4,904 "," 4,845 "," 11,754 "," 21,503 "," 4,904 "," 4,845 "," 11,754 "," 21,503 "," 43,006 "," 38,346 ", -   ,1,0,General high growth on Crouch Valley Line,
6532,ALP,Althorpe,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 1,018 "," 2,050 ", 134 ," 3,202 "," 1,018 "," 2,050 ", 134 ," 3,202 "," 6,404 "," 8,476 ", -   ,0,0,Decrease will have likely been caused by disruption arising from the Hatfield Colliery landslip,
8606,ABC,Altnabreac,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 58 , 11 , -   , 69 , 58 , 11 , -   , 69 , 138 , 296 , -   ,0,1,"Very small station (<2,500 entries and exits p.a.)","Very small station (<2,500 entries and exits p.a.)"
5544,AON,Alton,South East,Hampshire,East Hampshire,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 79,583 "," 115,247 "," 153,823 "," 348,653 "," 79,583 "," 115,247 "," 153,823 "," 348,653 "," 697,306 "," 720,584 ", -   ,0,0,,
2806,ALT,Altrincham,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 42,068 "," 72,645 "," 122,468 "," 237,181 "," 42,068 "," 72,645 "," 122,468 "," 237,181 "," 474,362 "," 479,878 ", -   ,0,0,,
1198,ALV,Alvechurch,West Midlands,Worcestershire,Bromsgrove,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 27,839 "," 14,084 "," 37,863 "," 79,786 "," 27,839 "," 14,084 "," 37,863 "," 79,786 "," 159,572 "," 151,628 ", -   ,0,0,,
1678,AMB,Ambergate,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 6,092 "," 10,441 "," 3,391 "," 19,924 "," 6,092 "," 10,441 "," 3,391 "," 19,924 "," 39,848 "," 38,444 ", -   ,0,0,,
5250,AMY,Amberley,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,," 5,210 "," 13,823 "," 10,336 "," 29,369 "," 5,210 "," 13,823 "," 10,336 "," 29,369 "," 58,738 "," 60,674 ", -   ,0,0,,
506,AMR,Amersham,South East,Buckinghamshire,Chiltern,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Underground,,,," 368,526 "," 399,191 "," 314,468 "," 1,082,185 "," 368,526 "," 399,191 "," 314,468 "," 1,082,185 "," 2,164,370 "," 2,035,452 ", -   ,0,0,,
4236,AMF,Ammanford,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 6,485 "," 3,393 ", 78 ," 9,956 "," 6,485 "," 3,393 ", 78 ," 9,956 "," 19,912 "," 20,412 ", -   ,0,0,,
6358,ANC,Ancaster,East Midlands,Lincolnshire,South Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,," 1,833 ", 321 ," 2,285 "," 4,439 "," 1,833 ", 321 ," 2,285 "," 4,439 "," 8,878 "," 7,408 ", -   ,0,0,,
9965,AND,Anderston,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 76,154 "," 47,195 "," 178,064 "," 301,413 "," 76,154 "," 47,195 "," 178,064 "," 301,413 "," 602,826 "," 630,822 ", -   ,0,0,,
5510,ADV,Andover,South East,Hampshire,Test Valley,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 113,051 "," 237,117 "," 239,433 "," 589,601 "," 113,051 "," 237,117 "," 239,433 "," 589,601 "," 1,179,202 "," 1,123,736 "," 1,191 ",0,0,,
5397,ANY,Anerley,London,Greater London,Bromley,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 90,831 "," 140,940 "," 136,195 "," 367,966 "," 90,831 "," 140,940 "," 136,195 "," 367,966 "," 735,932 "," 688,280 ", -   ,0,0,,
6909,AGR,Angel Road,London,Greater London,Enfield,UKI2,Outer London,Abellio Greater Anglia,,,London Travelcard Area Station," 4,651 "," 2,122 "," 35,084 "," 41,857 "," 4,651 "," 2,122 "," 35,084 "," 41,857 "," 83,714 "," 63,040 ", -   ,1,0,Continues strong growth from previous year. Part of a wider pattern of high growth across Lea Valley Lines,
5267,ANG,Angmering,South East,West Sussex,Arun,UKJ2,"Surrey, East & West Sussex",Southern,,,," 71,857 "," 214,785 "," 154,933 "," 441,575 "," 71,857 "," 214,785 "," 154,933 "," 441,575 "," 883,150 "," 864,926 ", -   ,0,0,,
9451,ANN,Annan,Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,First ScotRail,,,," 7,221 "," 56,251 "," 1,366 "," 64,838 "," 7,221 "," 56,251 "," 1,366 "," 64,838 "," 129,676 "," 127,502 ", -   ,0,0,,
9972,ANL,Anniesland,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 169,072 "," 208,154 "," 156,131 "," 533,357 "," 169,072 "," 208,154 "," 156,131 "," 533,357 "," 1,066,714 "," 1,145,740 ", -   ,0,0,,
2662,AFV,Ansdell & Fairhaven,North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,," 11,764 "," 6,315 "," 2,827 "," 20,906 "," 11,764 "," 6,315 "," 2,827 "," 20,906 "," 41,812 "," 59,344 ", -   ,1,0,UK Golf Championship held nearby in 2012. Demand has fallen back to 2011-12 levels.,http://en.wikipedia.org/wiki/Royal_Lytham_%26_St_Annes_Golf_Club
2052,APP,Appleby,North West,Cumbria,Eden,UKD1,Cumbria,Northern Rail,,,," 25,737 "," 3,173 "," 2,390 "," 31,300 "," 25,737 "," 3,173 "," 2,390 "," 31,300 "," 62,600 "," 60,992 ", 2 ,0,0,,
5003,APD,Appledore,South East,Kent,Ashford,UKJ4,Kent,Southern,,,," 3,588 "," 6,392 "," 10,078 "," 20,058 "," 3,588 "," 6,392 "," 10,078 "," 20,058 "," 40,116 "," 36,908 ", -   ,0,0,,
3109,APF,Appleford,South East,Oxfordshire,Vale Of White Horse,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,, 993 ," 1,832 "," 1,588 "," 4,413 ", 993 ," 1,832 "," 1,588 "," 4,413 "," 8,826 "," 9,368 ", -   ,0,0,,
2396,APB,Appley Bridge,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,," 17,013 "," 73,377 "," 30,479 "," 120,869 "," 17,013 "," 73,377 "," 30,479 "," 120,869 "," 241,738 "," 241,314 ", -   ,0,0,,
1430,APS,Apsley,East,Hertfordshire,Dacorum,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 61,594 "," 78,465 "," 103,128 "," 243,187 "," 61,594 "," 78,465 "," 103,128 "," 243,187 "," 486,374 "," 447,908 ", -   ,0,0,,
9079,ARB,Arbroath,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,," 67,525 "," 84,206 "," 42,576 "," 194,306 "," 67,525 "," 84,206 "," 42,576 "," 194,306 "," 388,612 "," 388,320 ", 777 ,0,0,,
8613,ARD,Ardgay,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 3,536 ", 628 , 239 ," 4,403 "," 3,536 ", 628 , 239 ," 4,403 "," 8,806 "," 8,108 ", -   ,0,0,,
9962,AUI,Ardlui,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,, 827 ," 1,456 ", -   ," 2,283 ", 827 ," 1,456 ", -   ," 2,283 "," 4,566 "," 2,216 ", -   ,0,1,Improved PTE Infill,
9453,ADS,Ardrossan Harbour,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,ARDROSSAN BR,Strathclyde,," 34,597 "," 27,591 ", 185 ," 62,373 "," 34,597 "," 27,591 ", 185 ," 62,373 "," 124,746 "," 116,440 ", -   ,0,0,,
9569,ASB,Ardrossan South Beach,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,ARDROSSAN BR,Strathclyde,," 26,187 "," 48,110 "," 35,022 "," 109,319 "," 26,187 "," 48,110 "," 35,022 "," 109,319 "," 218,638 "," 241,502 ", 344 ,0,0,,
9455,ADN,Ardrossan Town,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,ARDROSSAN BR,Strathclyde,," 2,535 "," 4,282 "," 3,787 "," 10,604 "," 2,535 "," 4,282 "," 3,787 "," 10,604 "," 21,208 "," 21,048 ", -   ,0,0,,
2960,ADK,Ardwick,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,, 120 , 148 , 16 , 284 , 120 , 148 , 16 , 284 , 568 , 616 , -   ,0,0,,
9961,AGS,Argyle Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 165,622 "," 350,823 "," 168,519 "," 684,964 "," 165,622 "," 350,823 "," 168,519 "," 684,964 "," 1,369,928 "," 1,336,662 ", -   ,0,0,,
8821,ARG,Arisaig,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 2,255 "," 1,442 ", -   ," 3,697 "," 2,255 "," 1,442 ", -   ," 3,697 "," 7,394 "," 7,390 ", -   ,0,0,,
6171,ARL,Arlesey,East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,," 69,921 "," 86,510 "," 124,933 "," 281,364 "," 69,921 "," 86,510 "," 124,933 "," 281,364 "," 562,728 "," 535,054 ", -   ,0,0,,
990,ARM,Armadale,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 23,127 "," 28,842 "," 30,379 "," 82,348 "," 23,127 "," 28,842 "," 30,379 "," 82,348 "," 164,696 "," 141,076 ", -   ,1,0,Continued demand increase from opening of the Airdrie-Bathgate line,"http://en.wikipedia.org/wiki/Armadale_railway_station,_West_Lothian"
2054,AWT,Armathwaite,North West,Cumbria,Eden,UKD1,Cumbria,Northern Rail,,,," 3,557 ", 446 , 62 ," 4,065 "," 3,557 ", 446 , 62 ," 4,065 "," 8,130 "," 9,194 ", -   ,0,0,,
1963,ARN,Arnside,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,," 28,904 "," 20,426 "," 8,402 "," 57,732 "," 28,904 "," 20,426 "," 8,402 "," 57,732 "," 115,464 "," 110,032 ", -   ,0,0,,
8045,ARR,Arram,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 192 , 400 , 358 , 950 , 192 , 400 , 358 , 950 ," 1,900 "," 2,496 ", -   ,0,0,,
9963,ART,Arrochar & Tarbet,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,," 3,401 "," 1,767 ", 163 ," 5,331 "," 3,401 "," 1,767 ", 163 ," 5,331 "," 10,662 "," 9,232 ", -   ,1,0,Reason for increase unclear,
5251,ARU,Arundel,South East,West Sussex,Arun,UKJ2,"Surrey, East & West Sussex",Southern,,,," 20,731 "," 74,234 "," 55,480 "," 150,445 "," 20,731 "," 74,234 "," 55,480 "," 150,445 "," 300,890 "," 291,114 ", -   ,0,0,,
5666,ACT,Ascot,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,," 195,508 "," 264,859 "," 129,193 "," 589,560 "," 195,508 "," 264,859 "," 129,193 "," 589,560 "," 1,179,120 "," 1,143,716 "," 310,386 ",0,0,,
3003,AUW,Ascott-Under-Wychwood,South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 1,053 ", 143 , 232 ," 1,428 "," 1,053 ", 143 , 232 ," 1,428 "," 2,856 "," 2,484 ", -   ,0,0,,
5641,ASH,Ash,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 37,242 "," 42,478 "," 57,657 "," 137,377 "," 37,242 "," 42,478 "," 57,657 "," 137,377 "," 274,754 "," 283,620 "," 32,994 ",0,0,,
5547,AHV,Ash Vale,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 55,404 "," 61,525 "," 110,457 "," 227,386 "," 55,404 "," 61,525 "," 110,457 "," 227,386 "," 454,772 "," 452,824 "," 135,337 ",0,0,,
2941,ABY,Ashburys,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 11,167 "," 16,976 "," 17,522 "," 45,665 "," 11,167 "," 16,976 "," 17,522 "," 45,665 "," 91,330 "," 83,264 ", -   ,0,0,,
4700,ASC,Ashchurch,South West,Gloucestershire,Tewkesbury,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 15,302 "," 16,565 "," 10,053 "," 41,920 "," 15,302 "," 16,565 "," 10,053 "," 41,920 "," 83,840 "," 76,386 ", -   ,0,0,,
